id,duration,bitrate,bitrate.video.,height,width,frame.rate,frame.rate.est..,codec,category
ihsl-byaEPg,141,697,574,600,480,25,0,h264,People & Blogs
2H9d--cTIh8,51,873,820,640,480,29.97,0,h264,People & Blogs
P6JB-vj7U_8,118,363,234,192,144,10,0,h264,People & Blogs
KyS5-IqiESw,142,1142,1083,640,480,29.97,0,h264,Entertainment
g22c-tmFuKk,146,447,317,320,240,25.17,0,h264,People & Blogs
RGnv-E5oLuc,126,2158,2003,1920,1080,29.97,29.97,h264,Entertainment
JIua-3GHo6g,8,3174,3007,1280,720,29.97,29.97,h264,People & Blogs
1q55-2wOO7U,86,745,622,634,360,25,0,h264,People & Blogs
lGHY-6WjQs4,959,1183,1071,640,480,25,0,h264,Comedy
Qv1w-1nWnbU,1700,105,6,480,360,30,30,h264,Entertainment
NE5u-Bw5jic,80,431,301,384,288,25,0,h264,People & Blogs
HIVZ-_tWyS0,131,421,306,360,288,29.97,29.97,h264,Music
7GZ3GJUELpM,312,231,96,320,240,30,0,h264,Music
Gyx7-vB4O44,293,337,239,640,360,8,0,h264,People & Blogs
PcNi-QJzLyo,45,662,537,272,480,30,0,h264,Comedy
OaNx-PWssEs,118,566,439,640,480,29.97,0,h264,News & Politics
OZK-JNtpW0Q,313,1326,1230,854,480,29.97,0,h264,Sports
pytB-hqGjWk,2,3424,3305,720,1280,29.97,29.98,h264,Music
D6lj-beDV9I,16,1306,1194,640,480,30,0,h264,Gaming
km0S-WwqoqE,86,3727,3590,1920,1080,29.92,29.97,h264,Science & Technology
l5K5-qnhsdo,219,161,77,640,360,29.97,0,h264,Music
2ckG-telAqs,13,178,127,174,120,14.75,0,h264,Travel & Events
gF4I-HvCh4U,95,3142,2989,1280,720,23.98,23.98,h264,Pets & Animals
avH5-aJRq9o,147,2160,2032,1280,714,29.97,29.97,h264,Comedy
3tAd-5wG060,88,502,406,360,480,30,0,h264,Music
65qLEViuPok,27,4377,4182,1920,1080,25,25,h264,Entertainment
oMWr-jcs47A,1842,146,43,176,144,14.99,0,h264,People & Blogs
6SGe-mlkk_Y,281,755,597,1280,720,24,23.98,h264,Music
4RPB-7gmncc,26,557,429,480,360,25,0,h264,Howto & Style
vkOX-B3wQNY,114,2399,0,1920,1080,12,0,vp8,Pets & Animals
wcJQ-TLNosQ,216,3086,2984,1280,720,29.97,30,h264,Science & Technology
IFv2-LtdSzc,17,436,303,400,224,29.97,0,h264,Pets & Animals
sTGA-zNtwus,30,3124,2970,1280,720,30,30,h264,People & Blogs
Liqd-mZ9CD8,256,443,360,640,480,25,0,h264,Music
mqyp-kyit-w,168,263,158,320,240,30,30,h264,Music
K0qNp2W3YBI,572,904,820,480,360,30,0,h264,Entertainment
RtPv-5dCNPI,31,649,522,480,360,29.97,0,h264,Travel & Events
h_a2-jwGLWg,168,599,500,192,144,21.58,21.58,h264,Comedy
tkWX-U11IkE,90,563,451,272,480,29.97,0,h264,Comedy
zn4U-uZ7NLs,252,1178,1098,640,480,29.97,0,h264,Comedy
TbyE-9fxYtA,90,2003,1809,1280,720,29.97,29.97,h264,Entertainment
QAmM-uUyOXw,22,3148,2990,1280,720,29.97,29.99,h264,Travel & Events
aEaq-XjIai8,128,969,884,640,480,30,0,h264,People & Blogs
p4epMNdPj9k,388,2458,2324,1920,1080,30,30,h264,Music
R4tE-ofumCM,199,230,95,640,480,30,0,h264,Music
ZvT7-amAw9I,520,437,309,854,480,15,0,h264,Howto & Style
wlj6-qegaWs,105,300,237,300,240,25,0,h264,Entertainment
5Bts-hvmQQM,8,311,306,352,288,17,0,h264,Sports
dTBr-Qk9XG8,286,646,522,320,240,25,0,h264,Music
WxuI-haIzmo,41,6195,6002,1920,1080,30,30,h264,People & Blogs
jpxq-zJrbSM,793,409,280,244,360,10,0,h264,Gaming
3aoz-o7-GLY,179,194,95,320,280,30,30,h264,Entertainment
8IXN-v-0BuU,46,557,430,600,480,25,0,h264,News & Politics
hJrc-uOeco0,273,1160,1127,640,480,29.97,0,h264,Music
LQIJZtEeQ7o,172,563,442,480,360,25,0,h264,Music
ix1i-ebnWF0,36,678,560,480,360,30,30,h264,Entertainment
7dqb-3R0YMk,62,3098,2904,1280,720,30,30,h264,Gaming
ZgL2-6De1_s,15,276,180,160,128,17.43,17.43,h264,Entertainment
NSnM-ocVjg8,16,363,300,400,320,25,0,h264,Music
yyKH-7mDaNY,210,777,644,1154,720,15,15,h264,Science & Technology
WRLi-7tRf-U,117,877,758,640,480,25,0,h264,Sports
S60X-dAUy-E,96,633,521,640,360,29.92,0,h264,Education
HiSr-WuSwOk,15,6191,5995,1920,1080,29.97,29.97,h264,Gaming
Gn7A-dmISL0,65,1101,1042,640,480,30,0,h264,People & Blogs
xIQc-ck7dMU,45,665,573,360,480,30,0,h264,People & Blogs
7cgn-IiHm0E,242,702,578,654,480,29.97,0,h264,News & Politics
H9om-2fI_Wo,83,528,395,480,320,29.97,29.97,h264,Gaming
XF9p-YHepME,170,1926,1732,1242,720,15,15,h264,People & Blogs
DnHe-Xpqf7w,280,5451,5257,1920,1080,24,24,h264,Entertainment
gDIk-gWTDw4,393,697,575,512,288,15,0,h264,Entertainment
8Qn-ZBjrST8,425,1034,924,656,480,30,0,h264,News & Politics
TBAs-GOb_6Y,55,357,224,640,480,30,0,h264,Entertainment
DKYn-UZQ14g,32,2336,2142,1920,1080,29.97,29.97,h264,Pets & Animals
TE2D-beCjA8,186,246,197,640,360,15,0,h264,Autos & Vehicles
TU95-ihasqE,162,1185,1130,720,480,29.58,0,h264,Entertainment
K3EW-ZLSlIk,79,874,821,640,480,25,0,h264,People & Blogs
c2uv-1TfcRA,129,1386,1240,1280,720,25,25,h264,Science & Technology
yuK3-KRchVE,36,5867,5673,1920,1080,30,30,h264,People & Blogs
zIcj-pDGB30,9,93,8,640,480,29.67,0,h264,Entertainment
kSXU-tVWR7s,2034,1806,1652,1280,720,29.97,29.97,h264,Gaming
2fnC-i8EfO0,263,545,418,500,334,25,0,h264,News & Politics
OC-t-5uGlxs,60,628,508,320,240,30,30,h264,Entertainment
5_LO-q20c6o,122,2227,2099,1280,720,29.97,29.97,h264,People & Blogs
Uiv9-L_9w2s,154,2898,2703,1280,720,29.97,29.97,h264,Sports
2Zsj-Tlh7X0,1437,562,435,640,480,29.97,0,h264,Travel & Events
h0Q_-BGjVEw,642,392,261,854,480,29.97,0,h264,Education
Zj0V-pOemAM,276,488,368,450,338,29.92,29.92,h264,Entertainment
dwjD-Pw83_k,45,3170,3012,1280,720,29.97,29.99,h264,Sports
JVf5-PyRxhs,4,6517,6329,1920,1080,30,30,h264,People & Blogs
n5lc-Jo6qek,349,434,303,540,360,29.97,0,h264,People & Blogs
fO7q-W1PaAU,33,3134,3000,1280,720,24,24,h264,Sports
A_79-m6J8SQ,69,2744,2664,1280,720,30,30,h264,Education
2R9n-xXgZAE,173,459,363,320,240,29.97,29.97,h264,Music
-IUJO-5r-AM,331,577,451,640,480,29.92,0,h264,People & Blogs
KECJ-TOPCws,143,1412,1217,1280,720,23.98,23.98,h264,Sports
51Gh-oCNvD4,91,552,459,640,360,10,0,h264,People & Blogs
kSPg-o-k3xw,110,1177,1065,640,480,25,0,h264,Entertainment
D3up-OCFQTM,84,551,424,640,480,25,0,h264,Film & Animation
o8Q-aSYtP40,5688,321,188,640,360,30,0,h264,News & Politics
w_a6-OvWYCk,222,760,671,640,480,25,0,h264,People & Blogs
rAzD-jm_TQA,113,575,506,1280,720,6,6,h264,Entertainment
a8OE-YUo-4c,38,6213,6057,1920,1080,25,25,h264,Travel & Events
kCvd-5OQ6A0,442,2911,2757,1280,720,25,25,h264,News & Politics
ZSDd-HR2t0M,4,481,378,320,240,29.83,0,h264,People & Blogs
g_Jr-BG0nTk,275,436,360,640,360,16.33,0,h264,Music
JFhN-2xs23o,308,730,692,640,360,29.97,0,h264,People & Blogs
AE_Y-5XeIWo,641,687,563,568,320,30,0,h264,Comedy
E0P0-bb6Nho,54,3096,2901,1280,720,25,25,h264,People & Blogs
8plM-eRDwTg,545,1212,1058,1280,720,30,30,h264,Gaming
4AgU-ttrnJM,31,542,413,640,360,29.97,0,h264,Howto & Style
Geja-b9SqY8,39,420,344,720,480,10,0,h264,People & Blogs
jJgO-up-FHA,20,256,155,192,144,7,0,h264,Entertainment
vQcj-VPPyyY,346,692,584,272,480,29.97,0,h264,Comedy
DuKd-w2VszU,901,1074,0,852,480,12,0,vp8,Entertainment
o7w-C-lrfyE,100,419,288,640,360,25,0,h264,Education
Bqlx-avV14Q,213,784,693,600,480,25,0,h264,Comedy
eFj7-msnCXg,354,628,500,480,360,29.97,29.97,h264,Travel & Events
onWl-cBFPMQ,22,2945,2798,1280,720,30,30,h264,Gaming
Y5Uf-aNlZGE,629,605,499,600,480,25,0,h264,People & Blogs
3M8o-2Rv9sk,255,1514,1319,1920,1080,29.97,29.97,h264,Music
Qucd-KPnn_k,133,249,183,192,144,30,0,h264,Sports
H4ht-CrbAEE,92,1280,1170,854,480,29.92,0,h264,Sports
PYWA-I8eVh8,12,1023,959,640,480,29.97,0,h264,Comedy
HdF4-Me2tKE,463,736,613,640,480,29.97,0,h264,Comedy
dNLZ-h5SV0A,309,432,302,320,240,30,0,h264,People & Blogs
HtR1-Y2Ii0s,65,616,501,480,360,29.97,29.97,h264,Pets & Animals
kc-B-4KRIag,9,3142,3000,1280,720,29.97,29.97,h264,People & Blogs
hFFv-swROsg,61,2437,2279,1280,720,29.97,29.97,h264,Travel & Events
D-2n-6gIRNs,25,322,279,400,296,29.92,0,h264,People & Blogs
soV9-s1UtwQ,436,1241,1130,854,480,29.97,0,h264,Music
zxeK-3ZgUI0,136,541,414,478,360,25,0,h264,Entertainment
6Rzq-86TmEA,202,297,249,320,240,29.97,0,h264,People & Blogs
NP-_-kKgAmk,154,4762,4608,1920,1080,25,25,h264,Travel & Events
6E5H-puxKJ4,6,526,426,480,360,30,0,h264,Sports
TgcI-6TsK1A,69,2258,2063,720,1280,30,30,h264,People & Blogs
F5TE-jisfLg,340,542,447,480,360,30,0,h264,Comedy
AV-L-ZprI6g,71,615,489,320,240,25,0,h264,News & Politics
a2xr-ZnUOa0,162,635,507,480,360,29.97,29.97,h264,Entertainment
ctfz-0RiqFY,99,201,205,450,360,57.58,0,h264,Gaming
e0dr-I6cczw,32,867,749,640,360,29.97,0,h264,Education
ceuh-ZeqQDI,175,2801,2647,1280,720,29.97,29.97,h264,Comedy
PIAl-IPFaCA,276,6142,5983,1920,1080,29.97,29.97,h264,Travel & Events
XZgN-Kpso6o,69,414,336,272,480,30,0,h264,Comedy
G5qc-mtkcW0,37,443,313,480,270,24,0,h264,Autos & Vehicles
iUrH-FPK8H8,315,1220,1109,640,480,30,0,h264,Gaming
rgta-XK3nfI,37,1227,1167,800,480,28.5,0,h264,Entertainment
9tB3-c_3Rtg,84,3235,3041,1920,1080,23.98,23.98,h264,Howto & Style
o8Mg-GwmNek,54,449,351,272,480,30,0,h264,Comedy
gmvk-maT5_g,172,841,647,1278,720,6,6,h264,Science & Technology
zYkL-SH5gxA,49,2385,2258,1080,720,29.97,29.97,h264,Sports
ES-F-KC6nh8,47,442,318,320,240,29.97,0,h264,Entertainment
HFjc-hLcrEs,53,1289,1179,854,480,29.97,0,h264,Autos & Vehicles
QdK2-70VeRY,196,1933,1739,1280,720,24,24,h264,Autos & Vehicles
7WNU-J-7rOY,154,1271,1161,720,480,29.97,0,h264,People & Blogs
sh1r-YkUHrM,143,1272,1162,854,480,29.97,0,h264,Music
l5Rf-Cc9oQw,31,236,135,192,144,30,30,h264,Autos & Vehicles
EvbR-GDFZMk,302,234,133,192,144,30,30,h264,Entertainment
iHuo-jd4d8s,598,372,318,320,240,29.97,0,h264,Gaming
A8yq-ZORKSc,51,807,720,640,480,15,0,h264,Autos & Vehicles
tAIC-nJcxbU,160,537,423,322,240,29.97,0,h264,Entertainment
KhiI-fumEbI,20,460,328,640,480,29.97,0,h264,Comedy
WqMM-h-qnfk,73,236,125,176,144,14.43,14.43,h264,Music
be-x-wXFn2M,311,657,615,600,480,25,0,h264,People & Blogs
hBzL-03454M,1560,2858,2663,1280,720,29.97,29.97,h264,People & Blogs
9nSd-faF7IQ,236,379,259,640,480,25,0,h264,People & Blogs
0lnf-WmE7Ks,337,486,361,600,480,25,0,h264,Education
zUqp-Qb4gbU,576,1463,1269,1280,720,29.97,29.97,h264,People & Blogs
2MEE-OANfwk,95,5486,5291,1920,1080,25,25,h264,People & Blogs
CJid-pLUVPU,31,535,462,640,480,15,0,h264,Comedy
87FL-IHhaTw,25,2078,1995,1280,720,29.97,29.97,h264,Travel & Events
OCu1-g2Fm84,101,857,820,640,480,15,0,h264,People & Blogs
46L-3TI6GNc,255,1403,1296,854,480,29.97,0,h264,Sports
SQAc-bzBgic,279,931,820,640,480,29.97,0,h264,Entertainment
-OXvM-1uEzA,140,575,448,654,480,29.97,0,h264,Gaming
-ioAF-97Gyc,39,402,307,854,480,25,0,h264,Howto & Style
sSxp-_V5-Jc,311,560,433,640,480,25,0,h264,Autos & Vehicles
E-xX-XovCZw,140,574,479,272,480,30,0,h264,Comedy
4DZeP1yFZ50,314,6034,5840,1920,1080,30,29.97,h264,Sports
iohZ-aI0pVE,239,653,528,768,480,30,0,h264,Howto & Style
kp4z-ny_KV0,127,6194,6000,1920,1080,30,30,h264,People & Blogs
nd2r-KKAPEI,179,2106,1994,1280,720,29.96,29.96,h264,Music
5lyM-ZUmvhA,68,597,500,480,360,29.97,29.97,h264,People & Blogs
0ClC-euJtP4,91,6226,6032,1920,1080,30,29.97,h264,Film & Animation
4c-k-egmYDM,391,787,694,600,480,25,0,h264,Entertainment
dhoH-ZAXOq8,115,5833,5679,1440,1080,29.97,29.97,h264,Sports
XmOT-IqBamE,256,629,501,480,360,29.97,29.97,h264,People & Blogs
cD3rBPBXY1c,161,175,51,320,240,15,0,h264,Music
7mRO-ID6z2o,548,431,300,480,360,30,0,h264,Education
qLan-fB9Tjc,504,933,821,640,480,25,0,h264,Nonprofits & Activis
9TsornzHRHQ,962,265,130,640,480,29.97,0,h264,Education
vzsq-UH-Wqg,223,873,753,854,480,29.97,0,h264,Travel & Events
DQme-mYkHmc,334,756,633,654,480,29.97,0,h264,People & Blogs
0fpO-eBZD9g,258,1955,1797,1280,720,30,30,h264,Music
1Grg-AykTvY,283,2284,2090,1440,1080,29.97,29.97,h264,People & Blogs
kWa3-d5DTQ0,789,900,783,854,480,10.25,0,h264,Gaming
pQZ3-9l4i7s,186,349,281,320,240,29.97,0,h264,Music
O0c8-oeKdzw,2515,1279,1169,720,480,29.97,0,h264,Sports
KO2I-DdVn-8,32,754,675,568,320,29.97,0,h264,People & Blogs
22uE-OUUBH8,45,558,430,480,360,25.17,0,h264,People & Blogs
PxvX-fQQaJM,37,396,391,480,360,25,25,h264,Travel & Events
aXd1-AbJY1g,237,1864,968,854,480,25,0,h264,Autos & Vehicles
e5rQ-WEh5b8,901,1385,1191,1280,720,25,25,h264,Gaming
D0U9-HKVajg,186,268,203,320,182,29.97,0,h264,Entertainment
4zb8-aviA0E,615,2323,2129,1280,702,29.97,29.97,h264,People & Blogs
dXh9-UbVw-4,227,321,223,320,240,30,30,h264,Music
kjjW6me_m8U,517,573,515,480,360,29.97,0,h264,Gaming
KThg-wl4vUc,48,699,628,720,480,29.97,0,h264,People & Blogs
uEFr-IcdpSI,161,294,238,320,240,15,0,h264,Gaming
F0t2-GlCMBk,199,6147,6001,1920,1080,29.97,29.97,h264,People & Blogs
x5iZ-RvPNnI,22,627,550,640,480,30,0,h264,Film & Animation
B03C-lQbSiM,32,400,333,640,480,6,0,h264,People & Blogs
lbAY-Ocaf8Q,56,801,712,640,480,29.97,0,h264,Gaming
Vji1-5cwmY8,59,378,268,640,360,15,0,h264,Film & Animation
Mfu0-8h1QtI,209,394,264,640,480,25,0,h264,Music
lelv-USTyuM,2032,763,641,854,480,30,0,h264,Education
D6tj-V72D-g,72,1204,1010,1280,720,25,25,h264,Entertainment
gQhg-v1Tcrc,202,861,741,640,480,25,0,h264,Music
fCnc-nZsW2g,33,540,410,640,480,30,0,h264,News & Politics
FMU7-6jHmi0,951,1257,1147,640,480,29.97,0,h264,Gaming
60vm-BnyjH8,209,603,477,654,480,25,0,h264,Travel & Events
pYfR-3tPb7o,28,302,237,320,240,49.92,0,h264,People & Blogs
cjEF-QWMkvs,441,2475,2343,1280,720,25,25,h264,Entertainment
t019-XUo7ek,326,429,300,480,360,25,0,h264,People & Blogs
LV0j-I6H1wI,936,2623,2429,1920,1080,25,25,h264,Entertainment
ispA-ycUBss,227,312,180,640,480,25,0,h264,Music
EGho-shgfx4,24,3113,2957,1280,720,30,30,h264,Gaming
O8-5-Ik9r8g,45,666,574,480,360,25,0,h264,People & Blogs
LqHf-XLctP8,31,575,480,568,320,30,0,h264,Comedy
xJ20-bVNbx0,100,1275,1218,640,480,30,0,h264,Travel & Events
rtZc-PXEy8w,201,2215,2020,1280,720,25,25,h264,People & Blogs
C67T-n3vMok,287,2738,2544,1280,720,29.97,29.97,h264,Music
cNAe-ul2vQg,419,931,819,640,480,29.92,0,h264,Gaming
aF60-N6lINc,609,373,296,480,360,25,0,h264,News & Politics
HLII-KIc6LY,147,411,281,640,480,25,0,h264,Nonprofits & Activis
a4in-tYeiy4,771,1253,1143,720,480,29.97,0,h264,Gaming
gyKC-XgnZso,26,620,494,640,480,24,0,h264,People & Blogs
AIFJ-N0MN8k,399,3891,3696,1920,1080,29.97,29.97,h264,News & Politics
9zIs-i2d30o,151,2012,1818,1920,1080,25,25,h264,Science & Technology
oKvV-ZROiF4,65,742,548,1152,720,14,14,h264,Film & Animation
XC4t-byZ6co,298,662,576,640,360,29.97,0,h264,Music
l0GU-1a2-XI,236,733,609,640,480,29.97,0,h264,People & Blogs
TrVNermSk_A,281,261,129,290,218,29.92,0,h264,Comedy
akU8-O6KQho,147,852,732,640,480,25,0,h264,News & Politics
MmNI-eCNPQE,215,831,710,640,480,30,0,h264,Music
_aqW-ISjyCQ,63,697,572,640,360,29.97,0,h264,Autos & Vehicles
Kqmy-AACgow,9,855,820,640,480,29.97,0,h264,Music
Rfw7-CoYF1E,219,455,358,640,480,25,0,h264,News & Politics
a5rm-HYMqm0,312,565,433,480,360,29.97,29.97,h264,Music
9hfp-CM8fsg,181,1291,1181,640,480,29.97,0,h264,People & Blogs
jRqK-s_lwNE,121,925,771,720,720,25,25,h264,Music
YNlt-43CFKI,19,1002,884,854,468,25,0,h264,Film & Animation
d4na-kO2q1Q,88,2207,2051,1280,720,25,25,h264,Howto & Style
qQYM-qYKr8o,105,755,633,480,272,29.92,0,h264,Travel & Events
mLlx-ZC0C5U,343,3114,2979,1280,720,29.92,29.97,h264,News & Politics
B8Ic-YhdsJA,229,909,824,852,480,26.25,0,h264,Entertainment
qu9p-_GjPbI,67,1576,1444,1280,720,25,25,h264,Science & Technology
aKAy-YFB6t8,61,426,296,320,240,20,0,h264,Autos & Vehicles
1z8j-gabawY,46,6194,6000,1920,1080,29.97,29.97,h264,Howto & Style
4AQm-wVJOvA,331,576,449,640,360,30,0,h264,People & Blogs
Sqjl-R8J2iI,554,659,568,640,480,25,0,h264,Gaming
4ON6-InSzu4,236,962,844,848,480,29.97,0,h264,Entertainment
6LCD-Y4fVNc,55,3090,2897,1280,720,25,25,h264,Gaming
mM_k-6svifI,359,415,295,320,240,29.97,0,h264,Travel & Events
uxz0kw85MnQ,269,6148,5954,1920,1080,25,25,h264,Sports
kedM-cJgR8Q,31,2818,2721,1280,720,29.92,29.94,h264,Education
9cUl-7JGtH0,255,799,694,600,480,25,0,h264,Music
LWHO-UHWBsg,32,907,820,640,480,29.97,0,h264,Pets & Animals
3drr-ERZ7Lk,158,3889,3694,1920,1080,29.97,29.97,h264,Gaming
ptQi-v6q8B4,14,529,453,480,360,30,0,h264,Entertainment
E5tR-jKCEeE,20,6195,6002,1920,1080,30,30,h264,People & Blogs
NDS0-ptkYE0,230,577,451,640,480,25,0,h264,Music
Bae9-CwS5bM,314,250,115,720,480,30,0,h264,Nonprofits & Activis
mHed-b6tVCM,86,212,147,320,240,29.92,0,h264,Autos & Vehicles
o1nc-MAx6kI,159,878,759,854,470,25,0,h264,Travel & Events
KSSU-XJEVLI,61,6260,6107,1920,1080,29.97,29.97,h264,Entertainment
TloV-tknjUM,20,602,501,480,360,30,30,h264,Entertainment
_6sG-AjzNR8,394,820,733,720,480,25,0,h264,Music
JztN--1qJDg,205,3146,3000,1280,720,30,30,h264,People & Blogs
_52P-nCf1b4,331,2113,1918,1280,720,29.97,29.97,h264,Music
zbEBczvIEEg,244,905,821,640,480,29.97,0,h264,People & Blogs
IDjv-mRismA,191,928,810,400,304,29.92,0,h264,Music
GOEO-8t-ktY,29,516,420,568,320,30,0,h264,Comedy
EFi2-9O-bx0,13,1194,1133,640,480,29.97,0,h264,Comedy
DX8-79Z-Gik,191,1313,1118,960,720,24,24,h264,Gaming
DRHn-OfaC6M,157,1365,1170,1280,720,25,25,h264,Film & Animation
NNdrtT67bj8,30,275,202,320,240,29.92,0,h264,Autos & Vehicles
p_I4-xRRuxg,20,718,523,1280,720,29.97,29.97,h264,Travel & Events
kswx-a7iiFo,10,984,868,640,480,29.92,0,h264,People & Blogs
1cOu-2oYRtA,112,196,60,320,240,25,0,h264,Entertainment
rlw4-I4p7-w,43,765,676,490,360,29.97,0,h264,People & Blogs
QM6u-j70XHc,29,591,517,272,480,30,0,h264,Education
dpdH-lfbEyk,59,451,323,640,480,6,0,h264,People & Blogs
0-iq-rGKp6U,84,1349,1267,1280,720,29.97,30,h264,Travel & Events
TAg6-Fprb3E,166,626,500,480,360,29.97,29.97,h264,Music
Rts8Ghqei1U,191,1308,1230,854,480,29.97,0,h264,Autos & Vehicles
sNy5-y_KVmE,151,1014,897,640,480,30,0,h264,Sports
m45e-qQGdWg,163,1673,1479,960,720,29.97,29.97,h264,Sports
qlBb-7Wo-w8,121,710,640,640,360,24,0,h264,Howto & Style
qXlk-C7Hkik,188,594,467,640,480,30,0,h264,Music
ZOO8-VRXZmc,280,887,820,640,480,30,0,h264,Entertainment
wE5g-eX-8tU,258,945,829,798,480,12,0,h264,People & Blogs
_weOKX-tcxY,31,1154,1040,854,480,25,0,h264,People & Blogs
pdv6-MyNX1E,362,582,465,640,480,30,0,h264,Gaming
agcH-cVW9Y8,38,433,302,320,286,25,0,h264,People & Blogs
uJS2-f-aaZQ,7,843,774,320,240,30,0,h264,Music
faKo-Y9VECw,227,511,416,272,480,30,0,h264,People & Blogs
21h1-_QLUw8,868,977,860,720,480,29.97,0,h264,Travel & Events
GZy2-392MP0,85,636,500,480,360,29.95,29.95,h264,Pets & Animals
BQYc-0UXxaw,378,442,318,320,240,29.97,0,h264,Howto & Style
nIoT-CrF7KE,35,3302,3108,1920,1080,29.97,29.97,h264,Autos & Vehicles
96Ty-U8eLyE,130,460,331,854,468,25,0,h264,Entertainment
DUzi4CUzpTo,85,906,820,640,480,29.97,0,h264,Gaming
Uoj3-BSQJu4,144,910,824,640,480,25,0,h264,Entertainment
8K0g-ASi0p0,34,262,197,320,178,14.99,0,h264,Film & Animation
AKf3-WwjG-M,331,441,314,320,240,15,0,h264,Autos & Vehicles
Yn2q-sxcG2U,184,644,511,1280,720,29.97,30,h264,Music
vU6G-SeTrVs,23,1253,1141,854,480,29.97,0,h264,Sports
1Ubc-m0HX2o,83,3136,2981,960,720,29.97,29.97,h264,Science & Technology
m6E9-V3_5Bg,220,4175,4018,1920,1080,29.97,30,h264,Music
tvbn-BxXvXQ,127,2934,2855,1280,720,30,30,h264,Comedy
OSuN-b8-1QM,3,2678,2512,1920,1080,29.97,29.96,h264,Comedy
iaBAiBm0Wp4,310,750,627,320,240,29.97,0,h264,Howto & Style
dLFA-B9fpZM,111,3622,3428,1920,1080,29.97,29.97,h264,Sports
xOtx-KbOs4A,199,1212,1018,1280,410,30,30,h264,People & Blogs
NudB-QWRv5A,95,344,270,320,240,12.92,12.91,h264,Entertainment
3fX7-liyZj8,71,1159,1020,1280,720,24,24,h264,Entertainment
0Os0-ej8qHQ,323,628,509,640,480,30,0,h264,Entertainment
jNHg--pSbng,11,3213,3019,1280,720,29.92,29.92,h264,People & Blogs
dUJ-N0E01_o,370,951,833,640,480,26.75,0,h264,People & Blogs
fh4E-1BwoOg,361,4741,4547,1920,1080,25,25,h264,News & Politics
aqJj-AP2cL4,112,569,441,640,480,29.97,0,h264,News & Politics
8JO-Lo3YIYc,497,3202,3008,1280,720,29.97,29.97,h264,Gaming
PJAG-EparDM,162,291,157,640,480,29.97,0,h264,People & Blogs
WrtR-SKbgbA,383,423,293,484,360,30,0,h264,Entertainment
TZ0M-V_Mbw8,1792,430,300,480,360,25,0,h264,People & Blogs
O4u-mtSCrRI,146,321,244,640,480,30,0,h264,Science & Technology
ueyL-QWwZSI,248,158,101,320,240,25,0,h264,Entertainment
OG3E-BSBKPE,51,871,820,640,480,29.92,0,h264,Comedy
roe9-3-I3Wk,396,5133,4938,1920,1080,29.97,29.97,h264,Gaming
uQI1-pGPKB4,31,454,328,640,480,29.97,0,h264,People & Blogs
AwAa-ZNrB5k,36,1102,1024,854,470,29.97,0,h264,Music
y0Dx-v-JGmg,223,1271,1161,854,480,29.97,0,h264,Entertainment
BdCNGE6dges,120,710,666,596,360,29.97,0,h264,Gaming
CH93-SEuVbY,187,1571,1376,1280,720,25,25,h264,Film & Animation
wWH1-SILzmc,10,1953,1758,1080,720,30,30,h264,Gaming
UfK4-Xt2ux8,68,380,320,320,240,14.67,0,h264,Autos & Vehicles
taSH-tVnfSI,284,1148,1036,600,480,25,0,h264,Music
HSfk-Jo9_VA,145,1754,1560,1280,720,25,25,h264,News & Politics
VK9Q-k0q4Qo,71,1254,1161,720,480,29.92,0,h264,People & Blogs
vZCJ-PraqDk,14,322,269,320,240,9.9,0,h264,Autos & Vehicles
eZLm-2gkNyU,101,402,258,854,480,6,0,h264,Entertainment
O5KL--lo5ck,71,450,321,480,270,24,0,h264,Autos & Vehicles
edjx-YOTUnY,273,580,452,1280,720,29.97,29.97,h264,Gaming
FjBD-nUfXuA,846,2613,2418,1280,720,30,30,h264,Howto & Style
9h6h-W5Wve0,61,702,578,640,360,30,0,h264,Autos & Vehicles
XED-nM3XUPI,192,603,494,640,360,25,0,h264,Education
qdd0-581-B0,381,260,200,320,240,15,0,h264,Sports
BL1N-GFTQqM,134,596,500,320,240,15,15,h264,Comedy
vf10-hAhp2c,103,2991,2837,1280,720,25,25,h264,Entertainment
tePF-ilq1Cs,289,224,89,320,240,30,0,h264,Music
Ks6z-rR7Xjk,25,613,504,480,360,29.97,29.97,h264,Comedy
0Bkg-X_KoJo,4,5331,5157,1920,1080,29.97,29.97,h264,People & Blogs
Lryd-tsZ_UQ,157,471,412,320,240,30,0,h264,Autos & Vehicles
fgcO-WJPQPM,28,815,741,360,480,29.97,0,h264,Comedy
dNxU-ojKDzA,424,928,809,854,480,29.97,0,h264,People & Blogs
R1h4-p7oww8,22,2698,2504,1280,720,29.97,29.97,h264,People & Blogs
ND0J-KzGS2g,263,259,178,640,480,25,0,h264,Music
jwTt-G8MTuM,42,442,324,320,240,30,30,h264,Comedy
U8jO-tmAhD0,66,2613,2522,1280,720,29.97,30,h264,Music
yxNn-uHbpko,244,465,339,320,240,12,0,h264,People & Blogs
Dhyz-ibH-BA,62,964,929,640,480,24,0,h264,Sports
uoHY-BpN5po,66,597,470,426,240,29.97,0,h264,Sports
3_nx-kgIlh4,131,523,421,480,360,25,0,h264,Gaming
aJKq-HGdqtw,193,232,133,480,360,29.97,29.97,h264,Music
NqTy-wEyK9M,721,863,744,640,480,25,0,h264,News & Politics
1_hII5pkCwo,516,429,299,480,272,25,0,h264,News & Politics
